raceId,driverId,constructorId,grid,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
18,1,1,1,1,10.0,58,0 days 01:34:50.616000,5690616.0,39.0,2.0,0 days 00:01:27.452000,218.3,1
18,2,2,5,2,8.0,58,0 days 01:34:56.094000,5696094.0,41.0,3.0,0 days 00:01:27.739000,217.586,1
18,3,3,7,3,6.0,58,0 days 01:34:58.779000,5698779.0,41.0,5.0,0 days 00:01:28.090000,216.719,1
18,4,4,11,4,5.0,58,0 days 01:35:07.797000,5707797.0,58.0,7.0,0 days 00:01:28.603000,215.464,1
18,5,1,3,5,4.0,58,0 days 01:35:08.630000,5708630.0,43.0,1.0,0 days 00:01:27.418000,218.385,1
18,6,3,13,6,3.0,57,0 days 00:00:00,0.0,50.0,14.0,0 days 00:01:29.639000,212.974,11
18,7,5,17,7,2.0,55,0 days 00:00:00,0.0,22.0,12.0,0 days 00:01:29.534000,213.224,5
18,8,6,15,8,1.0,53,0 days 00:00:00,0.0,20.0,4.0,0 days 00:01:27.903000,217.18,5
18,9,2,2,9,0.0,47,0 days 00:00:00,0.0,15.0,9.0,0 days 00:01:28.753000,215.1,4
18,10,7,18,10,0.0,43,0 days 00:00:00,0.0,23.0,13.0,0 days 00:01:29.558000,213.166,3
18,11,8,19,11,0.0,32,0 days 00:00:00,0.0,24.0,15.0,0 days 00:01:30.892000,210.038,7
18,12,4,20,12,0.0,30,0 days 00:00:00,0.0,20.0,16.0,0 days 00:01:31.384000,208.907,8
18,13,6,4,13,0.0,29,0 days 00:00:00,0.0,23.0,6.0,0 days 00:01:28.175000,216.51,5
18,14,9,8,14,0.0,25,0 days 00:00:00,0.0,21.0,11.0,0 days 00:01:29.502000,213.3,4
18,15,7,6,15,0.0,19,0 days 00:00:00,0.0,18.0,10.0,0 days 00:01:29.310000,213.758,10
18,16,10,22,16,0.0,8,0 days 00:00:00,0.0,8.0,17.0,0 days 00:01:32.021000,207.461,9
18,17,9,14,17,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
18,18,11,12,18,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
18,19,8,21,19,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
18,20,5,9,20,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
18,21,10,16,21,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
18,22,11,10,22,0.0,58,0 days 00:00:00,0.0,44.0,8.0,0 days 00:01:28.736000,215.141,2
19,8,6,2,1,10.0,56,0 days 01:31:18.555000,5478555.0,37.0,2.0,0 days 00:01:35.405000,209.158,1
19,9,2,4,2,8.0,56,0 days 01:31:38.125000,5498125.0,39.0,6.0,0 days 00:01:35.921000,208.033,1
19,5,1,8,3,6.0,56,0 days 01:31:57.005000,5517005.0,19.0,7.0,0 days 00:01:35.922000,208.031,1
19,15,7,3,4,5.0,56,0 days 01:32:04.387000,5524387.0,53.0,8.0,0 days 00:01:36.068000,207.715,1
19,1,1,9,5,4.0,56,0 days 01:32:05.103000,5525103.0,53.0,3.0,0 days 00:01:35.462000,209.033,1
19,2,2,5,6,3.0,56,0 days 01:32:08.388000,5528388.0,55.0,1.0,0 days 00:01:35.366000,209.244,1
19,17,9,6,7,2.0,56,0 days 01:32:26.685000,5546685.0,53.0,12.0,0 days 00:01:36.696000,206.366,1
19,4,4,7,8,1.0,56,0 days 01:32:28.596000,5548596.0,40.0,10.0,0 days 00:01:36.288000,207.24,1
19,14,9,12,9,0.0,56,0 days 01:32:34.775000,5554775.0,55.0,9.0,0 days 00:01:36.206000,207.417,1
19,18,11,11,10,0.0,56,0 days 01:32:44.769000,5564769.0,56.0,4.0,0 days 00:01:35.715000,208.481,1
19,12,4,13,11,0.0,56,0 days 01:32:50.757000,5570757.0,52.0,15.0,0 days 00:01:36.956000,205.812,1
19,21,10,17,12,0.0,55,0 days 00:00:00,0.0,52.0,16.0,0 days 00:01:36.962000,205.8,11
19,22,11,14,13,0.0,55,0 days 00:00:00,0.0,55.0,11.0,0 days 00:01:36.693000,206.372,11
19,3,3,16,14,0.0,55,0 days 00:00:00,0.0,55.0,13.0,0 days 00:01:36.782000,206.182,11
19,19,8,21,15,0.0,55,0 days 00:00:00,0.0,55.0,18.0,0 days 00:01:38.171000,203.265,11
19,11,8,19,16,0.0,54,0 days 00:00:00,0.0,53.0,19.0,0 days 00:01:38.504000,202.578,12
19,6,3,22,17,0.0,54,0 days 00:00:00,0.0,19.0,17.0,0 days 00:01:37.711000,204.222,12
19,20,5,15,18,0.0,39,0 days 00:00:00,0.0,37.0,14.0,0 days 00:01:36.870000,205.995,5
19,13,6,1,19,0.0,30,0 days 00:00:00,0.0,15.0,5.0,0 days 00:01:35.914000,208.048,20
19,16,10,20,20,0.0,5,0 days 00:00:00,0.0,3.0,20.0,0 days 00:01:40.330000,198.891,9
19,10,7,10,21,0.0,1,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
19,7,5,18,22,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,191.25217857142857,20
20,13,6,2,1,10.0,57,0 days 01:31:06.970000,5466970.0,38.0,3.0,0 days 00:01:33.600000,208.153,1
20,8,6,4,2,8.0,57,0 days 01:31:10.309000,5470309.0,35.0,4.0,0 days 00:01:33.709000,207.911,1
20,9,2,1,3,6.0,57,0 days 01:31:11.968000,5471968.0,55.0,5.0,0 days 00:01:33.775000,207.765,1
20,2,2,6,4,5.0,57,0 days 01:31:15.379000,5475379.0,48.0,2.0,0 days 00:01:33.565000,208.231,1
20,5,1,5,5,4.0,57,0 days 01:31:33.759000,5493759.0,49.0,1.0,0 days 00:01:33.193000,209.062,1
20,15,7,7,6,3.0,57,0 days 01:31:48.284000,5508284.0,45.0,7.0,0 days 00:01:34.204000,206.819,1
20,17,9,11,7,2.0,57,0 days 01:31:52.443000,5512443.0,51.0,8.0,0 days 00:01:34.305000,206.597,1
20,3,3,8,8,1.0,57,0 days 01:32:02.859000,5522859.0,57.0,6.0,0 days 00:01:34.072000,207.109,1
20,10,7,13,9,0.0,57,0 days 01:32:16.470000,5536470.0,56.0,9.0,0 days 00:01:34.807000,205.503,1
20,4,4,10,10,0.0,57,0 days 01:32:24.151000,5544151.0,35.0,13.0,0 days 00:01:35.194000,204.668,1
20,22,11,12,11,0.0,57,0 days 01:32:24.832000,5544832.0,40.0,10.0,0 days 00:01:34.855000,205.399,1
20,21,10,18,12,0.0,56,0 days 00:00:00,0.0,56.0,11.0,0 days 00:01:35.057000,204.963,11
20,1,1,3,13,0.0,56,0 days 00:00:00,0.0,25.0,19.0,0 days 00:01:35.520000,203.969,11
20,6,3,16,14,0.0,56,0 days 00:00:00,0.0,30.0,17.0,0 days 00:01:35.433000,204.155,11
20,7,5,15,15,0.0,56,0 days 00:00:00,0.0,33.0,15.0,0 days 00:01:35.333000,204.369,11
20,19,8,21,16,0.0,56,0 days 00:00:00,0.0,45.0,14.0,0 days 00:01:35.324000,204.389,11
20,11,8,22,17,0.0,56,0 days 00:00:00,0.0,56.0,20.0,0 days 00:01:35.891000,203.18,11
20,14,9,17,18,0.0,56,0 days 00:00:00,0.0,43.0,16.0,0 days 00:01:35.351000,204.331,11
20,16,10,20,19,0.0,56,0 days 00:00:00,0.0,55.0,18.0,0 days 00:01:35.442000,204.136,12
20,12,4,14,20,0.0,40,0 days 00:00:00,0.0,31.0,12.0,0 days 00:01:35.129000,204.808,6
20,18,11,9,21,0.0,19,0 days 00:00:00,0.0,11.0,21.0,0 days 00:01:36.125000,202.686,4
20,20,5,19,22,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,202.0206,5
21,8,6,1,1,10.0,66,0 days 01:38:19.051000,5899051.0,46.0,1.0,0 days 00:01:21.670000,205.191,1
21,13,6,3,2,8.0,66,0 days 01:38:22.279000,5902279.0,45.0,2.0,0 days 00:01:21.801000,204.863,1
21,1,1,5,3,6.0,66,0 days 01:38:23.238000,5903238.0,20.0,3.0,0 days 00:01:22.017000,204.323,1
21,9,2,4,4,5.0,66,0 days 01:38:24.745000,5904745.0,20.0,4.0,0 days 00:01:22.106000,204.102,1
21,17,9,7,5,4.0,66,0 days 01:38:54.989000,5934989.0,19.0,8.0,0 days 00:01:22.564000,202.969,1
21,18,11,13,6,3.0,66,0 days 01:39:12.061000,5952061.0,66.0,5.0,0 days 00:01:22.353000,203.489,1
21,6,3,12,7,2.0,66,0 days 01:39:17.295000,5957295.0,48.0,15.0,0 days 00:01:23.549000,200.576,1
21,15,7,8,8,1.0,66,0 days 01:39:18.486000,5958486.0,45.0,10.0,0 days 00:01:22.758000,202.494,1
21,2,2,9,9,0.0,66,0 days 01:39:22.124000,5962124.0,21.0,7.0,0 days 00:01:22.519000,203.08,1
21,21,10,19,10,0.0,65,0 days 00:00:00,0.0,40.0,14.0,0 days 00:01:23.439000,200.841,11
21,10,7,14,11,0.0,65,0 days 00:00:00,0.0,57.0,12.0,0 days 00:01:23.007000,201.886,11
21,14,9,17,12,0.0,65,0 days 00:00:00,0.0,57.0,11.0,0 days 00:01:22.842000,202.288,11
21,11,8,22,13,0.0,65,0 days 00:00:00,0.0,34.0,17.0,0 days 00:01:24.617000,198.045,11
21,3,3,15,14,0.0,41,0 days 00:00:00,0.0,20.0,13.0,0 days 00:01:23.319000,201.13,5
21,4,4,2,15,0.0,34,0 days 00:00:00,0.0,15.0,9.0,0 days 00:01:22.683000,202.677,5
21,22,11,11,16,0.0,34,0 days 00:00:00,0.0,21.0,16.0,0 days 00:01:23.858000,199.837,4
21,5,1,6,17,0.0,21,0 days 00:00:00,0.0,19.0,6.0,0 days 00:01:22.453000,203.243,3
21,19,8,21,18,0.0,8,0 days 00:00:00,0.0,6.0,20.0,0 days 00:01:26.864000,192.922,21
21,7,5,16,19,0.0,7,0 days 00:00:00,0.0,6.0,19.0,0 days 00:01:25.999000,194.862,4
21,12,4,10,20,0.0,6,0 days 00:00:00,0.0,6.0,18.0,0 days 00:01:25.444000,196.128,4
21,16,10,20,21,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
21,20,5,18,22,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
22,13,6,1,1,10.0,58,0 days 01:26:49.451000,5209451.0,16.0,3.0,0 days 00:01:26.666000,221.734,1
22,1,1,3,2,8.0,58,0 days 01:26:53.230000,5213230.0,31.0,2.0,0 days 00:01:26.529000,222.085,1
22,8,6,4,3,6.0,58,0 days 01:26:53.722000,5213722.0,20.0,1.0,0 days 00:01:26.506000,222.144,1
22,9,2,5,4,5.0,58,0 days 01:27:11.396000,5231396.0,17.0,4.0,0 days 00:01:26.780000,221.442,1
22,2,2,9,5,4.0,58,0 days 01:27:28.192000,5248192.0,20.0,5.0,0 days 00:01:27.219000,220.328,1
22,4,4,7,6,3.0,58,0 days 01:27:43.175000,5263175.0,57.0,6.0,0 days 00:01:27.280000,220.174,1
22,17,9,6,7,2.0,58,0 days 01:27:53.680000,5273680.0,14.0,7.0,0 days 00:01:27.630000,219.294,1
22,3,3,11,8,1.0,58,0 days 01:28:00.857000,5280857.0,55.0,9.0,0 days 00:01:27.795000,218.882,1
22,14,9,10,9,0.0,58,0 days 01:28:04.721000,5284721.0,41.0,12.0,0 days 00:01:27.966000,218.457,1
22,15,7,8,10,0.0,58,0 days 01:28:05.795000,5285795.0,52.0,11.0,0 days 00:01:27.926000,218.556,1
22,18,11,13,11,0.0,57,0 days 00:00:00,0.0,57.0,13.0,0 days 00:01:27.998000,218.377,11
22,5,1,2,12,0.0,57,0 days 00:00:00,0.0,55.0,8.0,0 days 00:01:27.640000,219.269,11
22,10,7,15,13,0.0,57,0 days 00:00:00,0.0,28.0,16.0,0 days 00:01:28.303000,217.623,11
22,22,11,12,14,0.0,57,0 days 00:00:00,0.0,56.0,14.0,0 days 00:01:28.017000,218.33,11
22,12,4,17,15,0.0,57,0 days 00:00:00,0.0,40.0,10.0,0 days 00:01:27.867000,218.703,11
22,16,10,19,16,0.0,57,0 days 00:00:00,0.0,35.0,18.0,0 days 00:01:28.780000,216.454,11
22,20,5,14,17,0.0,57,0 days 00:00:00,0.0,38.0,15.0,0 days 00:01:28.180000,217.926,11
22,7,5,18,18,0.0,24,0 days 00:00:00,0.0,19.0,17.0,0 days 00:01:28.745000,216.539,22
22,6,3,16,19,0.0,1,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
22,21,10,20,20,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
23,1,1,3,1,10.0,76,0 days 02:00:42.742000,7242742.0,71.0,6.0,0 days 00:01:18.510000,153.152,1
23,9,2,5,2,8.0,76,0 days 02:00:45.806000,7245806.0,75.0,5.0,0 days 00:01:17.933000,154.286,1
23,13,6,1,3,6.0,76,0 days 02:00:47.553000,7247553.0,76.0,4.0,0 days 00:01:17.886000,154.379,1
23,17,9,9,4,5.0,76,0 days 02:01:02.037000,7262037.0,74.0,8.0,0 days 00:01:19.036000,152.133,1
23,20,5,19,5,4.0,76,0 days 02:01:07.399000,7267399.0,74.0,7.0,0 days 00:01:18.787000,152.614,1
23,22,11,14,6,3.0,76,0 days 02:01:11.150000,7271150.0,75.0,9.0,0 days 00:01:19.574000,151.104,1
23,6,3,13,7,2.0,76,0 days 02:01:12.922000,7272922.0,75.0,13.0,0 days 00:01:19.910000,150.469,1
23,5,1,4,8,1.0,76,0 days 02:01:15.933000,7275933.0,74.0,2.0,0 days 00:01:17.282000,155.586,1
23,8,6,2,9,0.0,76,0 days 02:01:16.534000,7276534.0,74.0,1.0,0 days 00:01:16.689000,156.789,1
23,4,4,7,10,0.0,75,0 days 00:00:00,0.0,73.0,3.0,0 days 00:01:17.869000,154.413,11
23,18,11,11,11,0.0,75,0 days 00:00:00,0.0,74.0,10.0,0 days 00:01:19.582000,151.089,11
23,10,7,10,12,0.0,75,0 days 00:00:00,0.0,75.0,11.0,0 days 00:01:19.618000,151.021,11
23,15,7,8,13,0.0,75,0 days 00:00:00,0.0,75.0,12.0,0 days 00:01:19.830000,150.62,11
23,2,2,12,14,0.0,72,0 days 00:00:00,0.0,72.0,14.0,0 days 00:01:20.251000,149.829,14
23,16,10,18,15,0.0,67,0 days 00:00:00,0.0,60.0,16.0,0 days 00:01:22.039000,146.564,4
23,3,3,6,16,0.0,59,0 days 00:00:00,0.0,58.0,15.0,0 days 00:01:21.270000,147.951,3
23,12,4,17,17,0.0,47,0 days 00:00:00,0.0,40.0,17.0,0 days 00:01:31.187000,131.86,3
23,21,10,20,18,0.0,36,0 days 00:00:00,0.0,33.0,18.0,0 days 00:01:32.849000,129.5,6
23,14,9,15,19,0.0,7,0 days 00:00:00,0.0,7.0,20.0,0 days 00:01:42.112000,117.753,3
23,7,5,16,20,0.0,7,0 days 00:00:00,0.0,7.0,19.0,0 days 00:01:41.150000,118.872,4
24,9,2,2,1,10.0,70,0 days 01:36:24.227000,5784227.0,47.0,4.0,0 days 00:01:17.539000,202.473,1
24,2,2,8,2,8.0,70,0 days 01:36:40.722000,5800722.0,25.0,2.0,0 days 00:01:17.430000,202.758,1
24,14,9,13,3,6.0,70,0 days 01:36:47.579000,5807579.0,36.0,7.0,0 days 00:01:18.085000,201.057,1
24,10,7,11,4,5.0,70,0 days 01:37:06.854000,5826854.0,31.0,17.0,0 days 00:01:19.087000,198.51,1
24,13,6,6,5,4.0,70,0 days 01:37:08.161000,5828161.0,11.0,6.0,0 days 00:01:18.006000,201.261,1
24,15,7,14,6,3.0,70,0 days 01:37:12.002000,5832002.0,38.0,15.0,0 days 00:01:18.870000,199.056,1
24,22,11,9,7,2.0,70,0 days 01:37:17.824000,5837824.0,35.0,10.0,0 days 00:01:18.301000,200.503,1
24,20,5,19,8,1.0,70,0 days 01:37:18.347000,5838347.0,33.0,12.0,0 days 00:01:18.532000,199.913,1
24,5,1,7,9,0.0,70,0 days 01:37:18.660000,5838660.0,62.0,11.0,0 days 00:01:18.462000,200.091,1
24,3,3,5,10,0.0,70,0 days 01:37:18.976000,5838976.0,14.0,5.0,0 days 00:01:17.977000,201.336,1
24,18,11,20,11,0.0,70,0 days 01:37:31.767000,5851767.0,58.0,19.0,0 days 00:01:19.352000,197.847,1
24,17,9,10,12,0.0,70,0 days 01:37:35.526000,5855526.0,51.0,8.0,0 days 00:01:18.201000,200.759,1
24,7,5,18,13,0.0,69,0 days 00:00:00,0.0,34.0,13.0,0 days 00:01:18.620000,199.689,11
24,21,10,17,14,0.0,51,0 days 00:00:00,0.0,41.0,16.0,0 days 00:01:19.066000,198.563,20
24,6,3,12,15,0.0,46,0 days 00:00:00,0.0,30.0,14.0,0 days 00:01:18.784000,199.273,3
24,4,4,4,16,0.0,44,0 days 00:00:00,0.0,16.0,9.0,0 days 00:01:18.225000,200.697,20
24,12,4,15,17,0.0,43,0 days 00:00:00,0.0,16.0,18.0,0 days 00:01:19.239000,198.129,23
24,8,6,3,18,0.0,19,0 days 00:00:00,0.0,14.0,1.0,0 days 00:01:17.387000,202.871,4
24,1,1,1,19,0.0,19,0 days 00:00:00,0.0,4.0,3.0,0 days 00:01:17.506000,202.559,4
24,16,10,16,20,0.0,13,0 days 00:00:00,0.0,7.0,20.0,0 days 00:01:20.666000,194.624,6
25,13,6,2,1,10.0,70,0 days 01:31:50.245000,5510245.0,20.0,2.0,0 days 00:01:16.729000,206.956,1
25,8,6,1,2,8.0,70,0 days 01:32:08.229000,5528229.0,16.0,1.0,0 days 00:01:16.630000,207.224,1
25,15,7,4,3,6.0,70,0 days 01:32:18.495000,5538495.0,12.0,7.0,0 days 00:01:17.567000,204.721,1
25,5,1,10,4,5.0,70,0 days 01:32:19.174000,5539174.0,46.0,3.0,0 days 00:01:17.134000,205.87,1
25,9,2,5,5,4.0,70,0 days 01:32:20.757000,5540757.0,16.0,4.0,0 days 00:01:17.172000,205.768,1
25,17,9,6,6,3.0,70,0 days 01:32:30.549000,5550549.0,22.0,6.0,0 days 00:01:17.507000,204.879,1
25,12,4,9,7,2.0,70,0 days 01:32:31.278000,5551278.0,24.0,10.0,0 days 00:01:17.758000,204.218,1
25,4,4,3,8,1.0,70,0 days 01:32:33.617000,5553617.0,39.0,8.0,0 days 00:01:17.641000,204.525,1
25,14,9,7,9,0.0,70,0 days 01:32:41.266000,5561266.0,23.0,12.0,0 days 00:01:17.818000,204.06,1
25,1,1,13,10,0.0,70,0 days 01:32:44.783000,5564783.0,40.0,5.0,0 days 00:01:17.453000,205.022,1
25,10,7,8,11,0.0,70,0 days 01:32:47.945000,5567945.0,45.0,13.0,0 days 00:01:17.836000,204.013,1
25,20,5,12,12,0.0,70,0 days 01:32:48.310000,5568310.0,36.0,11.0,0 days 00:01:17.760000,204.212,1
25,2,2,11,13,0.0,70,0 days 01:32:52.324000,5572324.0,46.0,9.0,0 days 00:01:17.716000,204.328,1
25,22,11,20,14,0.0,69,0 days 00:00:00,0.0,54.0,14.0,0 days 00:01:17.969000,203.665,11
25,6,3,15,15,0.0,69,0 days 00:00:00,0.0,60.0,15.0,0 days 00:01:18.054000,203.443,11
25,3,3,19,16,0.0,69,0 days 00:00:00,0.0,38.0,17.0,0 days 00:01:18.311000,202.776,11
25,7,5,14,17,0.0,69,0 days 00:00:00,0.0,28.0,16.0,0 days 00:01:18.216000,203.022,11
25,21,10,17,18,0.0,69,0 days 00:00:00,0.0,53.0,19.0,0 days 00:01:18.557000,202.141,11
25,16,10,18,19,0.0,69,0 days 00:00:00,0.0,41.0,18.0,0 days 00:01:18.462000,202.385,11
25,18,11,16,20,0.0,16,0 days 00:00:00,0.0,15.0,20.0,0 days 00:01:20.876000,196.345,4
26,1,1,4,1,10.0,60,0 days 01:39:09.440000,5949440.0,16.0,3.0,0 days 00:01:32.817000,199.398,1
26,2,2,5,2,8.0,60,0 days 01:40:18.017000,6018017.0,21.0,2.0,0 days 00:01:32.719000,199.609,1
26,22,11,16,3,6.0,60,0 days 01:40:31.713000,6031713.0,21.0,11.0,0 days 00:01:33.386000,198.183,1
26,8,6,3,4,5.0,59,0 days 00:00:00,0.0,18.0,1.0,0 days 00:01:32.150000,200.842,11
26,5,1,1,5,4.0,59,0 days 00:00:00,0.0,17.0,5.0,0 days 00:01:33.130000,198.728,11
26,4,4,6,6,3.0,59,0 days 00:00:00,0.0,17.0,6.0,0 days 00:01:33.133000,198.722,11
26,15,7,14,7,2.0,59,0 days 00:00:00,0.0,22.0,13.0,0 days 00:01:33.808000,197.292,11
26,6,3,15,8,1.0,59,0 days 00:00:00,0.0,21.0,14.0,0 days 00:01:34.277000,196.31,11
26,3,3,20,9,0.0,59,0 days 00:00:00,0.0,21.0,16.0,0 days 00:01:34.797000,195.234,11
26,17,9,2,10,0.0,59,0 days 00:00:00,0.0,17.0,4.0,0 days 00:01:32.952000,199.109,11
26,7,5,13,11,0.0,59,0 days 00:00:00,0.0,21.0,9.0,0 days 00:01:33.367000,198.224,11
26,10,7,12,12,0.0,59,0 days 00:00:00,0.0,19.0,15.0,0 days 00:01:34.610000,195.619,11
26,13,6,9,13,0.0,58,0 days 00:00:00,0.0,19.0,8.0,0 days 00:01:33.257000,198.458,12
26,9,2,10,14,0.0,39,0 days 00:00:00,0.0,22.0,12.0,0 days 00:01:33.539000,197.859,20
26,18,11,17,15,0.0,38,0 days 00:00:00,0.0,21.0,10.0,0 days 00:01:33.376000,198.205,20
26,12,4,7,16,0.0,35,0 days 00:00:00,0.0,21.0,7.0,0 days 00:01:33.203000,198.573,20
26,21,10,19,17,0.0,16,0 days 00:00:00,0.0,21.0,17.0,0 days 00:01:34.930000,194.96,20
26,16,10,18,18,0.0,10,0 days 00:00:00,0.0,5.0,18.0,0 days 00:01:38.160000,188.545,20
26,20,5,8,19,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
26,14,9,11,20,0.0,0,0 days 00:00:00,0.0,0.0,0.0,0 days 00:00:00,188.2993354037267,4
27,1,1,1,1,10.0,67,0 days 01:31:20.874000,5480874.0,17.0,2.0,0 days 00:01:16.039000,216.552,1
27,12,4,17,2,8.0,67,0 days 01:31:26.460000,5486460.0,66.0,9.0,0 days 00:01:16.910000,214.099,1
27,13,6,2,3,6.0,67,0 days 01:31:30.213000,5490213.0,19.0,5.0,0 days 00:01:16.502000,215.241,1
27,2,2,12,4,5.0,67,0 days 01:31:30.699000,5490699.0,52.0,1.0,0 days 00:01:15.987000,216.7,1
27,5,1,3,5,4.0,67,0 days 01:31:33.285000,5493285.0,63.0,4.0,0 days 00:01:16.495000,215.261,1
27,8,6,6,6,3.0,67,0 days 01:31:35.277000,5495277.0,66.0,3.0,0 days 00:01:16.342000,215.692,1
27,9,2,7,7,2.0,67,0 days 01:31:43.556000,5503556.0,17.0,6.0,0 days 00:01:16.610000,214.937,1
27,20,5,9,8,1.0,67,0 days 01:31:54.173000,5514173.0,20.0,8.0,0 days 00:01:16.772000,214.484,1
27,15,7,4,9,0.0,67,0 days 01:31:58.032000,5518032.0,17.0,12.0,0 days 00:01:17.023000,213.785,1
27,3,3,13,10,0.0,67,0 days 01:31:58.499000,5518499.0,34.0,15.0,0 days 00:01:17.380000,212.799,1
27,4,4,5,11,0.0,67,0 days 01:31:59.474000,5519474.0,17.0,13.0,0 days 00:01:17.115000,213.53,1
27,7,5,15,12,0.0,67,0 days 01:31:59.985000,5519985.0,63.0,10.0,0 days 00:01:16.969000,213.935,1
27,14,9,10,13,0.0,67,0 days 01:32:15.845000,5535845.0,18.0,11.0,0 days 00:01:16.994000,213.866,1
27,6,3,16,14,0.0,67,0 days 01:32:20.877000,5540877.0,23.0,17.0,0 days 00:01:17.691000,211.947,1
27,16,10,19,15,0.0,67,0 days 01:32:30.362000,5550362.0,66.0,18.0,0 days 00:01:17.889000,211.408,1
27,21,10,20,16,0.0,67,0 days 01:32:44.967000,5564967.0,67.0,20.0,0 days 00:01:18.208000,210.546,1
27,18,11,14,17,0.0,66,0 days 00:00:00,0.0,56.0,16.0,0 days 00:01:17.636000,212.097,11
27,22,11,18,18,0.0,50,0 days 00:00:00,0.0,30.0,19.0,0 days 00:01:17.986000,211.145,4
27,17,9,8,19,0.0,40,0 days 00:00:00,0.0,20.0,14.0,0 days 00:01:17.206000,213.278,5
27,10,7,11,20,0.0,35,0 days 00:00:00,0.0,24.0,7.0,0 days 00:01:16.712000,214.652,22
28,5,1,2,1,10.0,70,0 days 01:37:27.067000,5847067.0,19.0,7.0,0 days 00:01:21.753000,192.917,1
28,10,7,5,2,8.0,70,0 days 01:37:38.128000,5858128.0,42.0,6.0,0 days 00:01:21.671000,193.111,1
28,8,6,6,3,6.0,70,0 days 01:37:43.923000,5863923.0,61.0,1.0,0 days 00:01:21.195000,194.243,1
28,4,4,7,4,5.0,70,0 days 01:37:48.681000,5868681.0,47.0,8.0,0 days 00:01:21.793000,192.823,1
28,1,1,1,5,4.0,70,0 days 01:37:50.115000,5870115.0,15.0,3.0,0 days 00:01:21.493000,193.533,1
28,12,4,10,6,3.0,70,0 days 01:37:59.365000,5879365.0,64.0,4.0,0 days 00:01:21.537000,193.428,1
28,15,7,9,7,2.0,70,0 days 01:38:03.516000,5883516.0,65.0,5.0,0 days 00:01:21.638000,193.189,1
28,9,2,4,8,1.0,70,0 days 01:38:15.388000,5895388.0,70.0,9.0,0 days 00:01:21.941000,192.475,1
28,17,9,8,9,0.0,70,0 days 01:38:25.901000,5905901.0,67.0,10.0,0 days 00:01:22.125000,192.043,1
28,2,2,15,10,0.0,70,0 days 01:38:34.776000,5914776.0,67.0,11.0,0 days 00:01:22.183000,191.908,1
28,14,9,13,11,0.0,70,0 days 01:38:37.474000,5917474.0,67.0,16.0,0 days 00:01:22.732000,190.634,1
28,18,11,12,12,0.0,69,0 days 00:00:00,0.0,63.0,13.0,0 days 00:01:22.397000,191.409,11
28,6,3,16,13,0.0,69,0 days 00:00:00,0.0,67.0,18.0,0 days 00:01:23.307000,189.319,11
28,3,3,14,14,0.0,69,0 days 00:00:00,0.0,57.0,12.0,0 days 00:01:22.397000,191.409,11
28,21,10,18,15,0.0,69,0 days 00:00:00,0.0,68.0,15.0,0 days 00:01:22.641000,190.844,11
28,22,11,17,16,0.0,68,0 days 00:00:00,0.0,65.0,14.0,0 days 00:01:22.436000,191.319,12
28,13,6,3,17,0.0,67,0 days 00:00:00,0.0,16.0,2.0,0 days 00:01:21.355000,193.861,5
28,7,5,19,18,0.0,67,0 days 00:00:00,0.0,29.0,17.0,0 days 00:01:23.220000,189.516,13
28,16,10,20,19,0.0,62,0 days 00:00:00,0.0,29.0,19.0,0 days 00:01:23.650000,188.542,23
28,20,5,11,20,0.0,22,0 days 00:00:00,0.0,17.0,20.0,0 days 00:01:24.222000,187.262,25
29,13,6,1,1,10.0,57,0 days 01:35:32.339000,5732339.0,36.0,1.0,0 days 00:01:38.708000,197.637,1
29,1,1,2,2,8.0,57,0 days 01:35:37.950000,5737950.0,16.0,2.0,0 days 00:01:38.884000,197.285,1
29,9,2,3,3,6.0,57,0 days 01:36:09.692000,5769692.0,38.0,4.0,0 days 00:01:39.330000,196.399,1
29,5,1,5,4,5.0,57,0 days 01:36:12.042000,5772042.0,19.0,3.0,0 days 00:01:39.112000,196.831,1
29,15,7,7,5,4.0,57,0 days 01:36:23.023000,5783023.0,37.0,12.0,0 days 00:01:39.657000,195.755,1
29,20,5,6,6,3.0,57,0 days 01:36:24.964000,5784964.0,36.0,6.0,0 days 00:01:39.485000,196.093,1
